instant,dteday,season,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,yr
29,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,0.0,1.0986122886681098,0.46,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
30,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,0.0,1.3862943611198906,0.42,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
31,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,0.0,1.0986122886681098,0.4,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
32,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,0.0,1.3862943611198906,0.4,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
33,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,0.0,1.0986122886681098,0.38,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
34,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,0.0,1.0986122886681098,0.36,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
35,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,0.0,1.0986122886681098,0.36,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
36,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,0.0,1.0986122886681098,0.36,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
37,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,0.0,1.0986122886681098,0.36,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
38,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,0.0,1.3862943611198906,0.36,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
39,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,0.0,1.3862943611198906,0.34,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
40,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,0.0,1.3862943611198906,0.34,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
41,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,0.0,0.6931471805599453,0.34,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
42,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,0.0,1.0986122886681098,0.36,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
43,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,0.0,0.6931471805599453,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
44,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,0.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
45,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,0.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
46,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,0.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
47,2011-01-02 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,0.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
48,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,1.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
49,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,1.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
50,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,1.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
51,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,1.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
52,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,1.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
53,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,1.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
54,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,1.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
55,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,1.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
56,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,1.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
57,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,1.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
58,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,1.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
59,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,1.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
60,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,1.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
61,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,1.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
62,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,1.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
63,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,1.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
64,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,1.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
65,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,1.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
66,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,1.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
67,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,1.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
68,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,1.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
69,2011-01-03 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,1.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
70,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,2.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
71,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,2.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
72,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,2.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
73,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,2.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
74,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,2.0,0.6931471805599453,0.12,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
75,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,2.0,0.6931471805599453,0.12,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
76,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,2.0,0.6931471805599453,0.12,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
77,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,2.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
78,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,2.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
79,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,2.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
80,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,2.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
81,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,2.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
82,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,2.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
83,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,2.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
84,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,2.0,0.6931471805599453,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
85,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,2.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
86,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,2.0,0.6931471805599453,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
87,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,2.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
88,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,2.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
89,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,2.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
90,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,2.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
91,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,2.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
92,2011-01-04 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,2.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
93,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,3.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
94,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,3.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
95,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,3.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
96,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,3.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
97,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,3.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
98,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,3.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
99,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,3.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
100,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,3.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
101,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,3.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
102,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,3.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
103,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,3.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
104,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,3.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
105,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,3.0,0.6931471805599453,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
106,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,3.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
107,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,3.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
108,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,3.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
109,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,3.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
110,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,3.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
111,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,3.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
112,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,3.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
113,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,3.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
114,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,3.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
115,2011-01-05 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,3.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
116,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,4.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
117,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,4.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
118,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,4.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
119,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,4.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
120,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,4.0,1.0986122886681098,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
121,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,4.0,1.0986122886681098,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
122,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,4.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
123,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,4.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
124,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,4.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
125,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,4.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
126,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,4.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
127,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
128,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
129,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,4.0,0.6931471805599453,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
130,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,4.0,0.6931471805599453,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
131,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
132,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,4.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
133,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,4.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
134,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,4.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
135,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,4.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
136,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,4.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
137,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,4.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
138,2011-01-06 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,4.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
139,2011-01-07 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,5.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
140,2011-01-07 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,5.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
141,2011-01-07 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,5.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
